,0,1,2,3,4,5,6,7,8,9,10
0,0.009844046919820939,0.008512690888371826,0.0090459219588796,0.0029335479167507637,0.002610986083080231,0.009538963468677684,0.0018360672107585007,0.0016938371926358167,0.010249786306504331,0.007305139486977928,0.00431393799709002
1,0.0062996644762064406,0.008012747319032383,0.002232770943836928,0.001665692454869937,0.0021393418117843354,0.003613308366880259,0.011013944310530948,0.009007792833035204,0.002706692121231236,0.005554536015319238,0.008166637863500786
2,0.00826939008634813,0.0049234141417381725,0.009713635800819263,0.009191446961104369,0.011053049538578968,0.0037846689932112057,0.004573699201719989,0.007216362700735866,0.00875565576418716,0.007939810464277306,0.009518508945933514
3,0.003951608796184368,0.010061873576969528,0.009678537359202922,0.006409428098085202,0.005441045522336423,0.00967474769967745,0.012438916689605352,0.004517891782015351,0.009360023499441454,0.012683594846345188,0.008385496282525502
4,0.0011589160000911522,0.007479905712023963,0.009258440564577166,0.008892618624435081,0.01065888570575983,0.014378498679788645,0.008472009091426036,0.00869100734750703,0.014846348058159212,0.010036847102463659,0.018315534118681278
5,0.0006274683660199829,0.0016162857552479756,0.005544477276108973,0.009339738619635253,0.008241071655401624,0.01535086979354621,0.008395721372853791,0.011849287268588691,0.012622129607014318,0.019298036788356784,0.017067228840109215
6,0.003148042391300063,0.002376497791967941,0.009773458691986613,0.0070867111821093735,0.011621535029654167,0.014182217240127373,0.020916331121795997,0.014295362904055569,0.018559981584618423,0.017177185043221823,0.022828767358329467
7,0.002163451802760899,0.004849034197746335,0.005167700836370722,0.016124853591948398,0.011026113905324283,0.016966672910410138,0.01756425785341421,0.0204590416517358,0.022961804351340653,0.024185615854488265,0.02711286753721807
8,0.007731793030268375,0.006692258369289617,0.011035255349949896,0.01277929534980678,0.022850277606360186,0.020530564672119524,0.02784575721892326,0.03297370896534029,0.0314228528079659,0.0337692240435181,0.043349840117086244
9,1.0097723278537814e-05,0.01339620956690125,0.014103839339109709,0.018133838075987063,0.022350117587680046,0.028192745748565874,0.033713208927992885,0.03377940624947101,0.04530156730299055,0.05100354949653327,0.05209904201240441
10,0.0029814604257529798,0.011647272141026885,0.016582796676893247,0.019103559421471884,0.02523711932794938,0.03775414696160101,0.043079374220661874,0.05260669196979318,0.05127980806776683,0.06005221942512868,0.06528577939215044
11,0.0083848090868501,0.011074458448892141,0.026162410229323543,0.029808762435476185,0.03727679309189903,0.04846005610328948,0.0517377540379944,0.05950345802446032,0.06740211995338695,0.07429385375759924,0.08701862897872817
12,0.003864891159594818,0.018896123280633503,0.02590502162415166,0.03226332075992458,0.04565072609090396,0.05458119107937863,0.07122188796979324,0.08288110283710588,0.09225892394441008,0.09540136198929675,0.11284426070414685
13,0.004321583190376429,0.015045068543557754,0.027346156594367795,0.04953359694846371,0.06243292755862891,0.06823143616762313,0.08401426872359656,0.10007824366827192,0.11609797785183962,0.12941015562258787,0.1429753164115384
14,0.0007243392158131727,0.022399002139194508,0.04012779719900651,0.05786534642185122,0.07299839061482652,0.08679378705382525,0.10913856297634392,0.1205440662448464,0.14332392340618033,0.15913518668968704,0.17590954936449044
15,0.0039868490505727,0.025487656330081862,0.04823382094247837,0.06998809495721839,0.08688664321253924,0.11198445915862913,0.13399314955585379,0.1547053056112336,0.17670801178318662,0.19221238604175606,0.2127395017420697
16,0.005451161542777493,0.03414087184463342,0.06007356632594343,0.07733218917957498,0.10407338224507662,0.1381177155260054,0.15529677854591542,0.18977868755696561,0.21415565219658006,0.23198984701932715,0.26679481518156845
17,0.009167326453302902,0.03997907436715843,0.07159524713883077,0.09998748450897532,0.12928883066625907,0.16441947572162116,0.19457641971057849,0.22181353761373268,0.24925764921949797,0.28884934938240436,0.31326178638122826
18,0.00742424330415618,0.03847265116215355,0.0827089998844235,0.11566155923445334,0.15528559366520184,0.19083866415832074,0.22367870889615862,0.26810770363402875,0.3039782412718855,0.3381938581400607,0.37520610778220365
19,0.005726940447019914,0.050537892906357997,0.08797141049351073,0.13047747147694794,0.17606629523466935,0.22507594725043967,0.2671986425776633,0.30569331004854056,0.3498371414192417,0.3946656496847067,0.43837187139789036
20,0.0038771196702921864,0.05663214853885081,0.10788832104300491,0.151967964681735,0.20168340095629744,0.2510295689242137,0.30827206517227634,0.3541997068542566,0.4051759949071452,0.4514213752653442,0.5042716177112472
21,0.007596896644998826,0.06552219561818462,0.11573414240659374,0.17710170908768139,0.23484493857629132,0.2882559804787054,0.3521500469397574,0.40740487363748645,0.45801366197362914,0.5177116743618058,0.574214959865157
22,0.004927485739306958,0.0680728393847931,0.1315302792398566,0.1992854677733363,0.2624898850590308,0.3250093147987324,0.39420049020714715,0.4581255957244428,0.5147283797106437,0.5791313418147618,0.650867672534536
23,0.008367410814420339,0.08362951743983751,0.14901744288237762,0.22010528442580748,0.2930730671873049,0.3649872719893363,0.43279152219264994,0.5091614497385426,0.573867601285697,0.6468839850670816,0.7151734393828582
24,0.010753916168632027,0.08875912512269518,0.16036204556915823,0.24051814513945124,0.3226609525723181,0.3955257371797832,0.47427922304773873,0.5470542228111707,0.6259547269434195,0.7089405715505481,0.7861468115996494
25,0.010287883580186567,0.09971365438876674,0.17999631381590273,0.25994273538614915,0.3407255270508304,0.4269455513942777,0.5115189482121884,0.5931037353514098,0.6778296605348583,0.7611578442420206,0.8498083608228609
26,0.012740886855724725,0.10097291226135795,0.19281192433089717,0.27953031250683613,0.37142959395771524,0.4605978363159811,0.5490505630255031,0.6385393714887599,0.7260541404725037,0.8138448828295498,0.897236887512096
27,0.0179159924307226,0.10995782697636043,0.20376113750741406,0.29376932706755926,0.3894694066735446,0.48246162793520686,0.5730779784992159,0.6703263156761637,0.7638739662162596,0.8490976210979642,0.9402475309439117
28,0.023748421468919423,0.1187430274411982,0.21036907761042012,0.3104348136456979,0.4021054105943507,0.5011357568887849,0.5991555120805638,0.6929000402512745,0.7843849377556595,0.8870319108466495,0.9735764225879642
29,0.023765320819088758,0.1247206126377539,0.2245466845190605,0.32284839555904954,0.4189856521608989,0.5158979465913683,0.6079873036026824,0.7106722529655203,0.8067983294781004,0.8979692716592279,0.9952950354123109
30,0.03604562434473083,0.1357711690906483,0.22772131161682513,0.32529732608060813,0.4272299019589537,0.5198326455463309,0.6159736172374602,0.7192543535741659,0.8124134031333579,0.9033955115758595,1.0013713031172489
31,0.04949083146895649,0.13846328917824938,0.23460130813457247,0.3344777406222629,0.43034975104190937,0.518710502018978,0.6220343326723772,0.7115460960871036,0.8040956573497724,0.9066759044613196,1.0025143953230682
32,0.06202225159439354,0.1529277707813218,0.24184733293460925,0.33224635870839814,0.42183638743020646,0.5226690013564002,0.605192138187835,0.7043953546140097,0.7930400627286798,0.8847887010487305,0.9798686276436418
33,0.07525576951968554,0.1565262277667168,0.2456004027920011,0.33827397768311307,0.42147468640004127,0.5112215883045108,0.5920245499169222,0.6860047623278456,0.7694323390653283,0.8611832181367304,0.9417596845383369
34,0.09040811658015722,0.17474066179477632,0.2519516974217362,0.33657734470206546,0.4158028401229769,0.49967524758928744,0.5801480294388913,0.6563071212605444,0.7417608606017937,0.8205266272770989,0.8987818235910874
35,0.1082610762116118,0.1836064540942955,0.25298710811229264,0.3347070341400205,0.4074274540206948,0.4805804210807502,0.5539987459825141,0.6293682677543259,0.6944616531045477,0.7676982905711335,0.8492111609593322
